Player;Nation;Pos;Age;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;G+A-PK;clubs;DomesticTitles;EuropeanTitles;NationalTeamWin;TeamTitles;GoalsPer90;xGPer90;xAPer90;xGContribution;FairPlayScore
Alphonso Davies;ca CAN;DF;24;0.0;17;1560.0;17.3;1.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;1.2;1.2;1.6;2.8;81.0;120.0;140.0;0.17;Bayern Munich;0.0;0.0;0.0;0.0;0.057692307692307696;0.06923076923076923;0.09230769230769231;0.16153846153846155;10.0
Eric Dier;eng ENG;DF;31;0.0;16;1463.0;16.3;2.0;1.0;3.0;2.0;0.0;0.0;1.0;0.0;1.1;1.1;0.1;1.2;12.0;73.0;1.0;0.18;Bayern Munich;0.0;0.0;0.0;0.0;0.12303485987696514;0.06766917293233082;0.006151742993848257;0.07382091592617909;9.0
Kingsley Coman;fr FRA;FW;28;0.0;14;1282.0;14.2;5.0;4.0;9.0;5.0;0.0;0.0;0.0;0.0;4.3;4.3;3.3;7.6;66.0;45.0;215.0;0.63;Bayern Munich;0.0;0.0;0.0;0.0;0.3510140405616225;0.30187207488299533;0.23166926677067082;0.5335413416536662;10.0
Leon Goretzka;de GER;MF,DF;30;0.0;13;1325.0;14.7;4.0;1.0;5.0;4.0;0.0;0.0;2.0;0.0;2.8;2.8;1.7;4.4;35.0;127.0;28.0;0.34;Bayern Munich;0.0;0.0;0.0;0.0;0.27169811320754716;0.19018867924528302;0.11547169811320755;0.3056603773584906;8.0
Serge Gnabry;de GER;FW,MF;29;0.0;13;1242.0;13.8;7.0;5.0;12.0;7.0;0.0;1.0;0.0;0.0;7.5;6.8;5.1;11.9;44.0;48.0;149.0;0.87;Bayern Munich;0.0;0.0;0.0;0.0;0.5072463768115941;0.5434782608695652;0.3695652173913043;0.9130434782608695;10.0
Thomas Müller;de GER;MF,FW;35;0.0;12;1225.0;13.6;1.0;4.0;5.0;1.0;0.0;0.0;3.0;0.0;3.8;3.8;2.9;6.7;24.0;50.0;143.0;0.37;Bayern Munich;0.0;0.0;0.0;0.0;0.07346938775510205;0.27918367346938777;0.21306122448979592;0.49224489795918364;7.0
Josip Stanišić;hr CRO;DF;25;0.0;9;876.0;9.7;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;1.5;1.8;20.0;76.0;30.0;0.21;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.03082191780821918;0.1541095890410959;0.18493150684931509;10.0
Jonas Urbig;de GER;GK;21;0.0;8;720.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
João Palhinha;pt POR;MF;29;0.0;6;673.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.7;0.7;0.2;0.9;3.0;32.0;7.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.09361069836552748;0.026745913818722142;0.12035661218424962;5.0
Sacha Boey;fr FRA;DF;24;0.0;6;593.0;6.6;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.1;0.1;1.2;1.3;18.0;39.0;63.0;0.3;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.015177065767284992;0.1821247892074199;0.1973018549747049;9.0
Daniel Peretz;il ISR;GK;24;0.0;3;270.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
Hiroki Ito;jp JPN;DF;26;0.0;3;250.0;2.8;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.4;0.4;0.4;0.8;3.0;18.0;6.0;0.36;Bayern Munich;0.0;0.0;0.0;0.0;0.36;0.14400000000000002;0.14400000000000002;0.28800000000000003;9.0
Mathys Tel;fr FRA;FW,MF;20;0.0;2;256.0;2.8;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.3;1.0;6.0;9.0;34.0;0.35;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.24609374999999997;0.10546874999999999;0.3515625;10.0
Sven Ulreich;de GER;GK;36;0.0;1;90.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Gabriel Vidovic;hr CRO;MF;21;0.0;0;24.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;3.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.375;10.0
Adam Aznou;ma MAR;DF;18;0.0;0;17.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Jonah Kusi-Asare;se SWE;FW;17;0.0;0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Arijon Ibrahimović;de GER;FW;19;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Lennart Karl;de GER;MF;17;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Wisdom Mike;de GER;FW;16;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Noel Nkili;de GER;MF;19;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Anthony Pavlesic;au AUS;GK;19;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Max Schmitt;de GER;GK;19;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bayern Munich;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Mohamed Salah;eg EGY;FW;32;0.0;37;3281.0;36.5;28.0;18.0;46.0;19.0;9.0;9.0;1.0;0.0;24.8;17.8;13.7;31.5;153.0;140.0;470.0;1.01;Liverpool;0.0;0.0;0.0;0.0;0.7680585187442853;0.680280402316367;0.3758000609570253;1.0560804632733922;9.0
Virgil van Dijk;nl NED;DF;33;0.0;36;3240.0;36.0;3.0;1.0;4.0;3.0;0.0;0.0;4.0;0.0;2.2;2.2;0.7;3.0;18.0;182.0;6.0;0.11;Liverpool;0.0;0.0;0.0;0.0;0.08333333333333333;0.061111111111111116;0.019444444444444445;0.08055555555555556;6.0
Ryan Gravenberch;nl NED;MF;23;0.0;36;3093.0;34.4;0.0;4.0;4.0;0.0;0.0;0.0;5.0;0.0;1.1;1.1;2.9;4.0;67.0;174.0;54.0;0.12;Liverpool;0.0;0.0;0.0;0.0;0.0;0.03200775945683802;0.08438409311348205;0.11639185257032007;5.0
Alexis Mac Allister;ar ARG;MF;26;0.0;30;2599.0;28.9;5.0;5.0;10.0;5.0;0.0;0.0;6.0;0.0;2.8;2.8;4.7;7.5;36.0;177.0;80.0;0.35;Liverpool;0.0;0.0;0.0;0.0;0.17314351673720663;0.09696036937283571;0.16275490573297424;0.25971527510580994;4.0
Ibrahima Konaté;fr FRA;DF;25;0.0;29;2500.0;27.8;1.0;2.0;3.0;1.0;0.0;0.0;5.0;0.0;1.7;1.7;1.0;2.7;21.0;109.0;3.0;0.11;Liverpool;0.0;0.0;0.0;0.0;0.036;0.0612;0.036;0.09720000000000001;5.0
Dominik Szoboszlai;hu HUN;MF;24;0.0;28;2432.0;27.0;6.0;6.0;12.0;6.0;0.0;0.0;6.0;0.0;7.3;7.3;7.3;14.6;71.0;124.0;124.0;0.44;Liverpool;0.0;0.0;0.0;0.0;0.22203947368421054;0.2701480263157895;0.2701480263157895;0.540296052631579;4.0
Andrew Robertson;sct SCO;DF;31;0.0;28;2398.0;26.6;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.2;1.2;4.6;5.8;62.0;167.0;97.0;0.04;Liverpool;0.0;0.0;0.0;0.0;0.0;0.04503753127606338;0.1726438698915763;0.21768140116763968;4.0
Trent Alexander-Arnold;eng ENG;DF;26;0.0;28;2320.0;25.8;3.0;6.0;9.0;3.0;0.0;0.0;5.0;0.0;1.9;1.9;6.7;8.6;50.0;228.0;90.0;0.35;Liverpool;0.0;0.0;0.0;0.0;0.11637931034482758;0.07370689655172413;0.25991379310344825;0.3336206896551724;5.0
Alisson;br BRA;GK;32;0.0;27;2418.0;26.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.0;1.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.022332506203473945;0.022332506203473945;10.0
Luis Díaz;co COL;FW;28;0.0;27;2331.0;25.9;13.0;5.0;18.0;13.0;0.0;0.0;2.0;0.0;11.3;11.3;5.0;16.3;108.0;108.0;284.0;0.69;Liverpool;0.0;0.0;0.0;0.0;0.5019305019305019;0.43629343629343637;0.19305019305019305;0.6293436293436294;8.0
Cody Gakpo;nl NED;FW;26;0.0;22;1845.0;20.5;10.0;3.0;13.0;10.0;0.0;0.0;5.0;0.0;7.0;7.0;4.0;11.0;56.0;52.0;259.0;0.63;Liverpool;0.0;0.0;0.0;0.0;0.4878048780487805;0.34146341463414637;0.1951219512195122;0.5365853658536586;5.0
Curtis Jones;eng ENG;MF,DF;24;0.0;18;1621.0;18.0;3.0;3.0;6.0;3.0;0.0;0.0;3.0;1.0;4.3;4.3;1.1;5.4;28.0;104.0;76.0;0.33;Liverpool;0.0;0.0;0.0;0.0;0.1665638494756323;0.23874151758173964;0.06107341147439852;0.29981492905613816;4.0
Diogo Jota;pt POR;FW;28;0.0;14;1166.0;13.0;6.0;3.0;9.0;6.0;0.0;0.0;2.0;0.0;7.6;7.6;1.8;9.4;37.0;33.0;87.0;0.69;Liverpool;0.0;0.0;0.0;0.0;0.4631217838765008;0.5866209262435678;0.13893653516295026;0.725557461406518;8.0
Caoimhín Kelleher;ie IRL;GK;26;0.0;10;900.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Kostas Tsimikas;gr GRE;DF;29;0.0;9;837.0;9.3;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.4;0.4;2.1;2.5;17.0;76.0;43.0;0.11;Liverpool;0.0;0.0;0.0;0.0;0.0;0.04301075268817204;0.22580645161290322;0.26881720430107525;8.0
Darwin Núñez;uy URU;FW;25;0.0;8;1103.0;12.3;5.0;2.0;7.0;5.0;0.0;0.0;8.0;0.0;5.3;5.3;1.3;6.6;23.0;27.0;76.0;0.57;Liverpool;0.0;0.0;0.0;0.0;0.40797824116047143;0.4324569356300997;0.10607434270172257;0.5385312783318222;2.0
Conor Bradley;nir NIR;DF;21;0.0;6;709.0;7.9;0.0;2.0;2.0;0.0;0.0;0.0;4.0;0.0;0.7;0.7;1.4;2.1;32.0;28.0;33.0;0.25;Liverpool;0.0;0.0;0.0;0.0;0.0;0.08885754583921014;0.17771509167842028;0.2665726375176304;6.0
Joe Gomez;eng ENG;DF;27;0.0;6;519.0;5.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3;0.3;0.1;0.4;5.0;35.0;2.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.05202312138728324;0.017341040462427747;0.06936416184971099;9.0
Jarell Quansah;eng ENG;DF;22;0.0;4;495.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.1;0.1;0.1;0.2;3.0;19.0;4.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.018181818181818184;0.018181818181818184;0.03636363636363637;8.0
Harvey Elliott;eng ENG;MF,FW;22;0.0;2;365.0;4.1;1.0;2.0;3.0;1.0;0.0;0.0;1.0;0.0;1.8;1.8;1.1;2.8;10.0;44.0;30.0;0.74;Liverpool;0.0;0.0;0.0;0.0;0.24657534246575344;0.4438356164383562;0.2712328767123288;0.7150684931506851;9.0
Wataru Endo;jp JPN;MF,DF;32;0.0;1;251.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;1.0;15.0;7.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.035856573705179286;0.035856573705179286;10.0
Federico Chiesa;it ITA;FW;27;0.0;1;108.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.2;0.5;3.0;3.0;7.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.25;0.16666666666666669;0.4166666666666667;10.0
Vitezslav Jaros;cz CZE;GK;23;0.0;0;12.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Jayden Danns;eng ENG;MF;19;0.0;0;11.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Harvey Davies;eng ENG;GK;21;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
James McConnell;eng ENG;MF;20;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Tyler Morton;eng ENG;MF;22;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Amara Nallo;eng ENG;DF;18;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Trey Nyoni;eng ENG;MF;17;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Liverpool;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Bernd Leno;de GER;GK;33;0.0;37;3330.0;37.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.03;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.0;0.002702702702702703;0.002702702702702703;5.0
Alex Iwobi;ng NGA;FW,MF;29;0.0;35;2951.0;32.8;9.0;6.0;15.0;9.0;0.0;0.0;1.0;0.0;4.7;4.7;7.0;11.7;141.0;208.0;237.0;0.46;Inter Milan;0.0;0.0;0.0;0.0;0.27448322602507624;0.1433412402575398;0.21348695357505929;0.35682819383259906;9.0
Antonee Robinson;us USA;DF;27;0.0;34;3077.0;34.2;0.0;10.0;10.0;0.0;0.0;0.0;8.0;0.0;0.7;0.7;4.2;4.9;117.0;127.0;269.0;0.29;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.020474488137796554;0.12284692882677933;0.1433214169645759;2.0
Calvin Bassey;ng NGA;DF;25;0.0;34;3074.0;34.2;1.0;0.0;1.0;1.0;0.0;0.0;7.0;0.0;1.0;1.0;0.1;1.2;39.0;116.0;15.0;0.03;Inter Milan;0.0;0.0;0.0;0.0;0.029277813923227064;0.029277813923227064;0.0029277813923227064;0.03220559531554977;3.0
Raúl Jiménez;mx MEX;FW;34;0.0;29;2404.0;26.7;12.0;3.0;15.0;9.0;3.0;3.0;4.0;0.0;11.7;9.4;3.3;12.7;35.0;61.0;124.0;0.45;Inter Milan;0.0;0.0;0.0;0.0;0.4492512479201331;0.4380199667221297;0.1235440931780366;0.5615640599001663;6.0
Joachim Andersen;dk DEN;DF;28;0.0;28;2493.0;27.7;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;1.0;1.0;0.3;1.4;16.0;111.0;2.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.036101083032490974;0.010830324909747292;0.04693140794223827;1.0
Saša Lukić;rs SRB;MF;28;0.0;27;2259.0;25.1;0.0;2.0;2.0;0.0;0.0;0.0;12.0;0.0;1.2;1.2;2.7;3.9;39.0;94.0;31.0;0.08;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.047808764940239036;0.10756972111553785;0.1553784860557769;0.0
Sander Berge;no NOR;MF;27;0.0;26;2219.0;24.7;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.2;0.2;0.6;0.8;29.0;120.0;9.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.008111762054979722;0.02433528616493916;0.03244704821991889;4.0
Emile Smith Rowe;eng ENG;MF;24;0.0;25;2013.0;22.4;6.0;3.0;9.0;6.0;0.0;0.0;3.0;0.0;4.5;4.5;1.4;5.9;53.0;122.0;123.0;0.4;Inter Milan;0.0;0.0;0.0;0.0;0.26825633383010433;0.20119225037257824;0.06259314456035767;0.2637853949329359;7.0
Andreas Pereira;br BRA;MF;29;0.0;24;1953.0;21.7;2.0;4.0;6.0;2.0;0.0;1.0;7.0;0.0;3.5;2.7;4.5;7.2;29.0;103.0;80.0;0.28;Inter Milan;0.0;0.0;0.0;0.0;0.09216589861751152;0.16129032258064516;0.20737327188940094;0.3686635944700461;3.0
Kenny Tete;nl NED;DF;29;0.0;20;1684.0;18.7;0.0;2.0;2.0;0.0;0.0;0.0;5.0;0.0;1.3;1.3;0.9;2.2;34.0;62.0;53.0;0.11;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.06947743467933491;0.04809976247030879;0.11757719714964371;5.0
Adama Traoré;es ESP;FW,MF;29;0.0;17;1699.0;18.9;2.0;7.0;9.0;2.0;0.0;0.0;3.0;0.0;3.9;3.9;4.9;8.8;99.0;67.0;156.0;0.48;Inter Milan;0.0;0.0;0.0;0.0;0.10594467333725721;0.20659211300765157;0.25956444967628023;0.4661565626839318;7.0
Timothy Castagne;be BEL;DF;29;0.0;17;1649.0;18.3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.4;0.4;1.2;1.6;17.0;62.0;67.0;0.05;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.021831412977562158;0.06549423893268647;0.08732565191024863;9.0
Issa Diop;fr FRA;DF;28;0.0;15;1339.0;14.9;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.5;0.5;0.1;0.6;6.0;25.0;3.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.033607169529499624;0.006721433905899925;0.04032860343539955;8.0
Harry Wilson;wls WAL;FW,MF;28;0.0;11;1102.0;12.2;6.0;1.0;7.0;6.0;0.0;0.0;2.0;0.0;4.0;4.0;1.1;5.1;18.0;50.0;94.0;0.57;Inter Milan;0.0;0.0;0.0;0.0;0.49001814882032674;0.3266787658802178;0.0898366606170599;0.4165154264972777;8.0
Rodrigo Muniz;br BRA;FW;24;0.0;8;964.0;10.7;8.0;1.0;9.0;8.0;0.0;0.0;1.0;0.0;5.8;5.8;0.7;6.5;6.0;27.0;31.0;0.84;Inter Milan;0.0;0.0;0.0;0.0;0.7468879668049793;0.54149377593361;0.06535269709543569;0.6068464730290457;9.0
Ryan Sessegnon;eng ENG;FW,DF;25;0.0;7;563.0;6.3;4.0;2.0;6.0;4.0;0.0;0.0;1.0;0.0;1.6;1.6;1.0;2.6;15.0;20.0;56.0;0.96;Inter Milan;0.0;0.0;0.0;0.0;0.6394316163410302;0.2557726465364121;0.15985790408525755;0.41563055062166965;9.0
Reiss Nelson;eng ENG;FW;25;0.0;5;487.0;5.4;1.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;1.1;1.1;1.0;2.1;45.0;35.0;63.0;0.37;Inter Milan;0.0;0.0;0.0;0.0;0.18480492813141683;0.20328542094455854;0.18480492813141683;0.38809034907597534;9.0
Jorge Cuenca;es ESP;DF;25;0.0;3;261.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Tom Cairney;sct SCO;MF;34;0.0;2;555.0;6.2;2.0;0.0;2.0;2.0;0.0;0.0;3.0;1.0;0.5;0.5;1.0;1.5;17.0;51.0;33.0;0.32;Inter Milan;0.0;0.0;0.0;0.0;0.3243243243243243;0.08108108108108107;0.16216216216216214;0.24324324324324323;4.0
Willian;br BRA;FW,MF;36;0.0;2;257.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.5;0.8;11.0;40.0;33.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.10505836575875485;0.17509727626459143;0.2801556420233463;10.0
Joshua King;eng ENG;MF;18;0.0;1;113.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.4;0.7;3.0;7.0;15.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.1592920353982301;0.3185840707964602;0.47787610619469034;10.0
Harrison Reed;eng ENG;MF;30;0.0;0;108.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.2;0.2;0.1;0.3;1.0;4.0;7.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.16666666666666669;0.08333333333333334;0.25000000000000006;8.0
Martial Godo;eng ENG;FW,DF;22;0.0;0;24.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;2.0;3.0;6.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.375;10.0
Carlos Vinícius;br BRA;MF,FW;30;0.0;0;16.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Jay Stansfield;eng ENG;MF;22;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Samuel Amissah;eng ENG;DF;18;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
Steven Benda;de GER;GK;26;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Inter Milan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
